Pelecanus erythrorhynchos: ('species', 'Animalia', 4334, 'Pelecanus', 'genus')
Erythranthe androsacea: ('species', 'Plantae', 771845, 'Erythranthe', 'genus')
Clarkia concinna raichei: ('subspecies', 'Plantae', 79735, 'Clarkia concinna', 'species')
Dryopteris: ('genus', 'Plantae', 52672, 'Dryopteridaceae', 'family')
Dryopteridaceae: ('family', 'Plantae', 47753, 'Polypodiales', 'order')
Dryopteris filix-mas: ('species', 'Plantae', 76721, 'Dryopteris', 'genus')
Dryopteris expansa: ('species', 'Plantae', 64055, 'Dryopteris', 'genus')
Lonicera involucrata involucrata: ('variety', 'Plantae', 81040, 'Lonicera involucrata', 'species')
Micranthes: ('genus', 'Plantae', 72236, 'Saxifragaceae', 'family')
Micranthes integrifolia: ('species', 'Plantae', 78027, 'Micranthes', 'genus')
Galium mollugo: ('species', 'Plantae', 77206, 'Galium', 'genus')
Galium: ('genus', 'Plantae', 53060, 'Rubiaceae', 'family')
Galium aparine: ('complex', 'Plantae', 1403902, 'Galium', 'genus')
Galium tricornutum: ('species', 'Plantae', 53066, 'Galium', 'genus')
Galium divaricatum: ('species', 'Plantae', 77193, 'Galium', 'genus')
Galium triflorum: ('species', 'Plantae', 53065, 'Galium', 'genus')
Galium parisiense: ('species', 'Plantae', 59006, 'Galium', 'genus')
Galium murale: ('species', 'Plantae', 59005, 'Galium', 'genus')
Galium trifidum columbianum: ('subspecies', 'Plantae', 61105, 'Galium trifidum', 'species')
Galium trifidum: ('species', 'Plantae', 77216, 'Galium', 'genus')
Galium andrewsii: ('species', 'Plantae', 58310, 'Galium', 'genus')
Galium californicum californicum: ('subspecies', 'Plantae', 53061, 'Galium californicum', 'species')
Galium californicum: ('species', 'Plantae', 53062, 'Galium', 'genus')
Galium nuttallii: ('species', 'Plantae', 64199, 'Galium', 'genus')
Passiflora manicata: ('species', 'Plantae', 51455, 'Passiflora', 'genus')
Passifloraceae: ('family', 'Plantae', 51451, 'Malpighiales', 'order')
Passiflora mixta: ('species', 'Plantae', 51449, 'Passiflora', 'genus')
Passiflora caerulea: ('species', 'Plantae', 51454, 'Passiflora', 'genus')
Angelica californica: ('species', 'Plantae', 75448, 'Angelica', 'genus')
Angelica tomentosa: ('species', 'Plantae', 52835, 'Angelica', 'genus')
Harpaphe: ('genus', 'Animalia', 47738, 'Xystodesmidae', 'family')
Xystodesmidae: ('family', 'Animalia', 47739, 'Polydesmida', 'order')
Polydesmida: ('order', 'Animalia', 47734, 'Diplopoda', 'class')
Diplopoda: ('class', 'Animalia', 47735, 'Arthropoda', 'phylum')
Paeromopus: ('genus', 'Animalia', 84711, 'Paeromopodidae', 'family')
Paeromopodidae: ('family', 'Animalia', 84717, 'Julida', 'order')
Julida: ('order', 'Animalia', 82535, 'Diplopoda', 'class')
Ellychnia: ('genus', 'Animalia', 125629, 'Lampyridae', 'family')
Lampyridae: ('family', 'Animalia', 47731, 'Coleoptera', 'order')
Ellychnia megista: ('species', 'Animalia', 320485, 'Ellychnia', 'genus')
Polygonum aviculare: ('complex', 'Plantae', 1290817, 'Polygonum', 'genus')
Polygonum: ('genus', 'Plantae', 48972, 'Polygonaceae', 'family')
Polygonum arenastrum: ('species', 'Plantae', 53179, 'Polygonum', 'genus')
Polygonum paronychia: ('species', 'Plantae', 60734, 'Polygonum', 'genus')
Thamnophis sirtalis tetrataenia: ('subspecies', 'Animalia', 28367, 'Thamnophis sirtalis', 'species')
Thamnophis sirtalis: ('species', 'Animalia', 28362, 'Thamnophis', 'genus')
Thamnophis sirtalis infernalis: ('subspecies', 'Animalia', 49998, 'Thamnophis sirtalis', 'species')
Castilleja affinis neglecta: ('variety', 'Plantae', 61232, 'Castilleja affinis', 'species')
Castilleja affinis contentiosa: ('variety', 'Plantae', 905977, 'Castilleja affinis', 'species')
Cyperus rotundus: ('species', 'Plantae', 76593, 'Cyperus', 'genus')
Cyperus esculentus: ('species', 'Plantae', 76584, 'Cyperus', 'genus')
Cyperus niger: ('species', 'Plantae', 76591, 'Cyperus', 'genus')
Cyperus squarrosus: ('species', 'Plantae', 59061, 'Cyperus', 'genus')
Cyperus alternifolius flabelliformis: ('subspecies', 'Plantae', 414284, 'Cyperus alternifolius', 'species')
Cyperus alternifolius: ('species', 'Plantae', 208766, 'Cyperus', 'genus')
Cyperus erythrorhizos: ('species', 'Plantae', 59060, 'Cyperus', 'genus')
Cyperus odoratus: ('species', 'Plantae', 63329, 'Cyperus', 'genus')
Cyperus strigosus: ('species', 'Plantae', 59063, 'Cyperus', 'genus')
Scapanus: ('genus', 'Animalia', 46993, 'Talpidae', 'family')
Talpidae: ('family', 'Animalia', 46927, 'Eulipotyphla', 'order')
Eulipotyphla: ('order', 'Animalia', 533971, 'Mammalia', 'class')
Neurotrichus: ('genus', 'Animalia', 47050, 'Talpidae', 'family')
Microtus californicus: ('species', 'Animalia', 44326, 'Microtus', 'genus')
Microtus: ('genus', 'Animalia', 44259, 'Cricetidae', 'family')
Allium vineale: ('species', 'Plantae', 75371, 'Allium', 'genus')
Allium cratericola: ('species', 'Plantae', 59078, 'Allium', 'genus')
Allium falcifolium: ('species', 'Plantae', 47356, 'Allium', 'genus')
Allium fimbriatum: ('species', 'Plantae', 58353, 'Allium', 'genus')
Allium diabolense: ('species', 'Plantae', 75342, 'Allium', 'genus')
Allium unifolium: ('species', 'Plantae', 59781, 'Allium', 'genus')
Allium bolanderi: ('species', 'Plantae', 59783, 'Allium', 'genus')
Allium acuminatum: ('species', 'Plantae', 59782, 'Allium', 'genus')
Allium amplectens: ('species', 'Plantae', 60267, 'Allium', 'genus')
Allium dichlamydeum: ('species', 'Plantae', 57124, 'Allium', 'genus')
Acroceridae: ('family', 'Animalia', 176389, 'Diptera', 'order')
Cardamine: ('genus', 'Plantae', 49652, 'Brassicaceae', 'family')
Cardamine oligosperma: ('species', 'Plantae', 52981, 'Cardamine', 'genus')
Anthoxanthum odoratum: ('species', 'Plantae', 75475, 'Anthoxanthum', 'genus')
Anthoxanthum: ('genus', 'Plantae', 71973, 'Poaceae', 'family')
Vespula: ('genus', 'Animalia', 61356, 'Vespidae', 'family')
Vespidae: ('family', 'Animalia', 52747, 'Hymenoptera', 'order')
Polistes: ('genus', 'Animalia', 52756, 'Vespidae', 'family')
Dolichovespula: ('genus', 'Animalia', 52912, 'Vespidae', 'family')
Dasymutilla: ('genus', 'Animalia', 48513, 'Mutillidae', 'family')
Mutillidae: ('family', 'Animalia', 48511, 'Hymenoptera', 'order')
Triteleia lugens: ('species', 'Plantae', 59085, 'Triteleia', 'genus')
Triteleia peduncularis: ('species', 'Plantae', 57133, 'Triteleia', 'genus')
Tremella: ('genus', 'Fungi', 48532, 'Tremellaceae', 'family')
Tremellaceae: ('family', 'Fungi', 48531, 'Tremellales', 'order')
Tremellomycetes: ('class', 'Fungi', 83737, 'Basidiomycota', 'phylum')
Naematelia: ('genus', 'Fungi', 1109228, 'Naemateliaceae', 'family')
Naemateliaceae: ('family', 'Fungi', 1109239, 'Tremellales', 'order')
Rubus ulmifolius anoplothyrsus: ('variety', 'Plantae', 81352, 'Rubus ulmifolius', 'species')
Rubus ulmifolius: ('species', 'Plantae', 78895, 'Rubus', 'genus')
Corallorhiza: ('genus', 'Plantae', 49445, 'Orchidaceae', 'family')
Corallorhiza mertensiana: ('species', 'Plantae', 49444, 'Corallorhiza', 'genus')
Arnica: ('genus', 'Plantae', 52852, 'Asteraceae', 'family')
Arnica cordifolia: ('species', 'Plantae', 75569, 'Arnica', 'genus')
Echium: ('genus', 'Plantae', 56175, 'Boraginaceae', 'family')
Echium pininana: ('species', 'Plantae', 76763, 'Echium', 'genus')
Equisetum arvense: ('species', 'Plantae', 52724, 'Equisetum', 'genus')
Equisetum palustre: ('species', 'Plantae', 76846, 'Equisetum', 'genus')
Equisetum hyemale affine: ('subspecies', 'Plantae', 53910, 'Equisetum hyemale', 'species')
Equisetum hyemale: ('species', 'Plantae', 52673, 'Equisetum', 'genus')
Equisetum laevigatum: ('species', 'Plantae', 63870, 'Equisetum', 'genus')
Enhydra lutris: ('species', 'Animalia', 41860, 'Enhydra', 'genus')
Enhydra: ('genus', 'Animalia', 41859, 'Mustelidae', 'family')
Lontra canadensis: ('species', 'Animalia', 41777, 'Lontra', 'genus')
Lontra: ('genus', 'Animalia', 41775, 'Mustelidae', 'family')
Juglans: ('genus', 'Plantae', 54495, 'Juglandaceae', 'family')
Juglandaceae: ('family', 'Plantae', 54497, 'Fagales', 'order')
Juglans nigra: ('species', 'Plantae', 54504, 'Juglans', 'genus')
Juglans californica: ('species', 'Plantae', 54503, 'Juglans', 'genus')
Trichodes: ('genus', 'Animalia', 55049, 'Cleridae', 'family')
Cleridae: ('family', 'Animalia', 55051, 'Coleoptera', 'order')
Streptanthus tortuosus: ('species', 'Plantae', 52106, 'Streptanthus', 'genus')
Streptanthus: ('genus', 'Plantae', 50621, 'Brassicaceae', 'family')
Streptanthus breweri: ('species', 'Plantae', 79258, 'Streptanthus', 'genus')
Streptanthus batrachopus: ('species', 'Plantae', 79255, 'Streptanthus', 'genus')
Streptanthus callistus: ('species', 'Plantae', 79259, 'Streptanthus', 'genus')
Streptanthus hispidus: ('species', 'Plantae', 50620, 'Streptanthus', 'genus')
Prunus persica: ('species', 'Plantae', 78755, 'Prunus', 'genus')
Prunus subcordata: ('species', 'Plantae', 56040, 'Prunus', 'genus')
Prunus emarginata: ('species', 'Plantae', 63905, 'Prunus', 'genus')
Prunus virginiana: ('species', 'Plantae', 54835, 'Prunus', 'genus')
Prunus armeniaca: ('species', 'Plantae', 135331, 'Prunus', 'genus')
Prunus avium: ('species', 'Plantae', 61964, 'Prunus', 'genus')
Prunus caroliniana: ('species', 'Plantae', 125845, 'Prunus', 'genus')
Prunus domestica: ('species', 'Plantae', 63735, 'Prunus', 'genus')
Prunus laurocerasus: ('species', 'Plantae', 61432, 'Prunus', 'genus')
Prunus lusitanica: ('species', 'Plantae', 127529, 'Prunus', 'genus')
Sisymbrium: ('genus', 'Plantae', 53267, 'Brassicaceae', 'family')
Sisymbrium altissimum: ('species', 'Plantae', 56996, 'Sisymbrium', 'genus')
Sisymbrium orientale: ('species', 'Plantae', 58086, 'Sisymbrium', 'genus')
Cerastium holosteoides: ('species', 'Plantae', 1005385, 'Cerastium', 'genus')
Cerastium: ('genus', 'Plantae', 50853, 'Caryophyllaceae', 'family')
Cerastium arvense strictum: ('subspecies', 'Plantae', 50847, 'Cerastium arvense', 'species')
Cerastium arvense: ('species', 'Plantae', 50851, 'Cerastium', 'genus')
Cerastium glomeratum: ('species', 'Plantae', 52973, 'Cerastium', 'genus')
Xylocopa tabaniformis: ('species', 'Animalia', 57686, 'Xylocopa', 'genus')
Celastrina: ('genus', 'Animalia', 52485, 'Lycaenidae', 'family')
Claytonia exigua exigua: ('subspecies', 'Plantae', 57234, 'Claytonia exigua', 'species')
Claytonia exigua: ('species', 'Plantae', 57233, 'Claytonia', 'genus')
Claytonia exigua glauca: ('subspecies', 'Plantae', 57229, 'Claytonia exigua', 'species')
Claytonia rubra: ('species', 'Plantae', 64184, 'Claytonia', 'genus')
Claytonia parviflora: ('species', 'Plantae', 58294, 'Claytonia', 'genus')
Lathyrus: ('genus', 'Plantae', 50321, 'Fabaceae', 'family')
Lathyrus jepsonii: ('species', 'Plantae', 60192, 'Lathyrus', 'genus')
Lathyrus littoralis: ('species', 'Plantae', 61005, 'Lathyrus', 'genus')
Lathyrus odoratus: ('species', 'Plantae', 77641, 'Lathyrus', 'genus')
Lathyrus tingitanus: ('species', 'Plantae', 61821, 'Lathyrus', 'genus')
Lathyrus torreyi: ('species', 'Plantae', 77647, 'Lathyrus', 'genus')
Lathyrus sphaericus: ('species', 'Plantae', 70086, 'Lathyrus', 'genus')
Lathyrus sativus: ('species', 'Plantae', 164443, 'Lathyrus', 'genus')
Chlorogalum angustifolium: ('species', 'Plantae', 48017, 'Chlorogalum', 'genus')
Buteo: ('genus', 'Animalia', 5179, 'Accipitridae', 'family')
Buteo regalis: ('species', 'Animalia', 5181, 'Buteo', 'genus')
Buteo platypterus: ('species', 'Animalia', 5227, 'Buteo', 'genus')
Buteo swainsoni: ('species', 'Animalia', 5196, 'Buteo', 'genus')
Buteo lagopus: ('species', 'Animalia', 5200, 'Buteo', 'genus')
Asclepias: ('genus', 'Plantae', 47906, 'Apocynaceae', 'family')
Asclepias vestita: ('species', 'Plantae', 58529, 'Asclepias', 'genus')
Asclepias speciosa: ('species', 'Plantae', 62292, 'Asclepias', 'genus')
Silene: ('genus', 'Plantae', 52195, 'Caryophyllaceae', 'family')
Silene antirrhina: ('species', 'Plantae', 58780, 'Silene', 'genus')
Silene coniflora: ('species', 'Plantae', 79104, 'Silene', 'genus')
Silene laciniata: ('species', 'Plantae', 62221, 'Silene', 'genus')
Silene scouleri scouleri: ('subspecies', 'Plantae', 80215, 'Silene scouleri', 'species')
Silene scouleri: ('species', 'Plantae', 59789, 'Silene', 'genus')
Silene verecunda: ('species', 'Plantae', 60581, 'Silene', 'genus')
Medicago: ('genus', 'Plantae', 53152, 'Fabaceae', 'family')
Medicago orbicularis: ('species', 'Plantae', 64265, 'Medicago', 'genus')
Medicago lupulina: ('species', 'Plantae', 57056, 'Medicago', 'genus')
Medicago sativa: ('complex', 'Plantae', 1093263, 'Medicago', 'genus')
Vicia sativa nigra: ('subspecies', 'Plantae', 710103, 'Vicia sativa', 'species')
Populus trichocarpa: ('species', 'Plantae', 78699, 'Populus', 'genus')
Populus: ('genus', 'Plantae', 47566, 'Salicaceae', 'family')
Populus fremontii: ('species', 'Plantae', 52120, 'Populus', 'genus')
Populus nigra: ('species', 'Plantae', 47565, 'Populus', 'genus')
Haemorhous: ('genus', 'Animalia', 199910, 'Fringillidae', 'family')
Fringillidae: ('family', 'Animalia', 9079, 'Passeriformes', 'order')
Spinus: ('genus', 'Animalia', 144410, 'Fringillidae', 'family')
Helianthus annuus: ('species', 'Plantae', 57983, 'Helianthus', 'genus')
Helianthus californicus: ('species', 'Plantae', 56954, 'Helianthus', 'genus')
Helianthus exilis: ('species', 'Plantae', 77355, 'Helianthus', 'genus')
Helianthus gracilentus: ('species', 'Plantae', 77356, 'Helianthus', 'genus')
Stegobium: ('genus', 'Animalia', 211428, 'Ptinidae', 'family')
Ptinidae: ('family', 'Animalia', 82167, 'Coleoptera', 'order')
Carpobrotus: ('genus', 'Plantae', 49323, 'Aizoaceae', 'family')
Platanaceae: ('family', 'Plantae', 49663, 'Proteales', 'order')
Proteales: ('order', 'Plantae', 64516, 'Magnoliopsida', 'class')
Platanus hispanica: ('hybrid', 'Plantae', 552449, 'Platanus', 'genus')
Platanus occidentalis: ('species', 'Plantae', 49662, 'Platanus', 'genus')
Eriogonum parvifolium: ('species', 'Plantae', 77018, 'Eriogonum', 'genus')
Eriogonum arborescens: ('species', 'Plantae', 76964, 'Eriogonum', 'genus')
Eriogonum cinereum: ('species', 'Plantae', 76974, 'Eriogonum', 'genus')
Eriogonum giganteum: ('species', 'Plantae', 64358, 'Eriogonum', 'genus')
Eriogonum deserticola: ('species', 'Plantae', 76982, 'Eriogonum', 'genus')
Eriogonum elongatum elongatum: ('variety', 'Plantae', 80779, 'Eriogonum elongatum', 'species')
Eriogonum elongatum: ('species', 'Plantae', 58271, 'Eriogonum', 'genus')
Eriogonum wrightii: ('species', 'Plantae', 59243, 'Eriogonum', 'genus')
Eriogonum umbellatum: ('species', 'Plantae', 77040, 'Eriogonum', 'genus')
Eriogonum saxatile: ('species', 'Plantae', 58984, 'Eriogonum', 'genus')
Eriogonum luteolum caninum: ('variety', 'Plantae', 61205, 'Eriogonum luteolum', 'species')
Eriogonum luteolum: ('species', 'Plantae', 64270, 'Eriogonum', 'genus')
Eriogonum covilleanum: ('species', 'Plantae', 58269, 'Eriogonum', 'genus')
Eriogonum argillosum: ('species', 'Plantae', 76965, 'Eriogonum', 'genus')
Eriogonum truncatum: ('species', 'Plantae', 77039, 'Eriogonum', 'genus')
Eriogonum elegans: ('species', 'Plantae', 58979, 'Eriogonum', 'genus')
Eriogonum roseum: ('species', 'Plantae', 58280, 'Eriogonum', 'genus')
Eriogonum gracile: ('species', 'Plantae', 59238, 'Eriogonum', 'genus')
Eriogonum vimineum: ('species', 'Plantae', 57210, 'Eriogonum', 'genus')
Eriogonum luteolum luteolum: ('variety', 'Plantae', 64226, 'Eriogonum luteolum', 'species')
Eriogonum gracillimum: ('species', 'Plantae', 58275, 'Eriogonum', 'genus')
Eriogonum angulosum: ('species', 'Plantae', 58266, 'Eriogonum', 'genus')
Eriogonum viridescens: ('species', 'Plantae', 58284, 'Eriogonum', 'genus')
Eriogonum hirtiflorum: ('species', 'Plantae', 76996, 'Eriogonum', 'genus')
Eriogonum inerme: ('species', 'Plantae', 76999, 'Eriogonum', 'genus')
Rhododendron: ('genus', 'Plantae', 49487, 'Ericaceae', 'family')
Rhododendron columbianum: ('species', 'Plantae', 78847, 'Rhododendron', 'genus')
Rhododendron macrophyllum: ('species', 'Plantae', 57360, 'Rhododendron', 'genus')
Polypogon viridis: ('species', 'Plantae', 64144, 'Polypogon', 'genus')
Polypogon: ('genus', 'Plantae', 57200, 'Poaceae', 'family')
Polypogon maritimus: ('species', 'Plantae', 60308, 'Polypogon', 'genus')
Polypogon australis: ('species', 'Plantae', 78694, 'Polypogon', 'genus')
Polypogon interruptus: ('species', 'Plantae', 59099, 'Polypogon', 'genus')
Dichelostemma: ('genus', 'Plantae', 50653, 'Asparagaceae', 'family')
Dichelostemma multiflorum: ('species', 'Plantae', 62262, 'Dichelostemma', 'genus')
Dichelostemma volubile: ('species', 'Plantae', 59971, 'Dichelostemma', 'genus')
Berberis darwinii: ('species', 'Plantae', 75751, 'Berberis', 'genus')
Berberis: ('genus', 'Plantae', 58728, 'Berberidaceae', 'family')
Berberis nervosa: ('species', 'Plantae', 75756, 'Berberis', 'genus')
Berberis dictyota: ('species', 'Plantae', 775436, 'Berberis', 'genus')
Berberis aquifolium: ('species', 'Plantae', 126887, 'Berberis', 'genus')
Berberis pinnata: ('species', 'Plantae', 58859, 'Berberis', 'genus')
Plectritis congesta: ('species', 'Plantae', 57786, 'Plectritis', 'genus')
Plectritis congesta congesta: ('subspecies', 'Plantae', 59253, 'Plectritis congesta', 'species')
Madia radiata: ('species', 'Plantae', 77924, 'Madia', 'genus')
Madia citriodora: ('species', 'Plantae', 77922, 'Madia', 'genus')
Madia anomala: ('species', 'Plantae', 69927, 'Madia', 'genus')
Schinus: ('genus', 'Plantae', 57355, 'Anacardiaceae', 'family')
Schinus terebinthifolia: ('species', 'Plantae', 130872, 'Schinus', 'genus')
Pelecanus: ('genus', 'Animalia', 4324, 'Pelecanidae', 'family')
Pelecanidae: ('family', 'Animalia', 4323, 'Pelecaniformes', 'order')
Pituophis catenifer: ('species', 'Animalia', 29044, 'Pituophis', 'genus')
Pituophis: ('genus', 'Animalia', 29033, 'Colubridae', 'family')
Crotalus oreganus: ('species', 'Animalia', 48268, 'Crotalus', 'genus')
Crotalus: ('genus', 'Animalia', 30692, 'Viperidae', 'family')
Viperidae: ('family', 'Animalia', 30667, 'Squamata', 'order')
Diadophis punctatus: ('species', 'Animalia', 26575, 'Diadophis', 'genus')
Diadophis: ('genus', 'Animalia', 26574, 'Colubridae', 'family')
Turdus: ('genus', 'Animalia', 12705, 'Turdidae', 'family')
Ixoreus naevius: ('species', 'Animalia', 145088, 'Ixoreus', 'genus')
Ixoreus: ('genus', 'Animalia', 144386, 'Turdidae', 'family')
Myadestes townsendi: ('species', 'Animalia', 12951, 'Myadestes', 'genus')
Myadestes: ('genus', 'Animalia', 12947, 'Turdidae', 'family')
Primula: ('genus', 'Plantae', 55820, 'Primulaceae', 'family')
Arum: ('genus', 'Plantae', 51609, 'Araceae', 'family')
Arum palaestinum: ('species', 'Plantae', 75599, 'Arum', 'genus')
Anemonoides: ('genus', 'Plantae', 950583, 'Ranunculaceae', 'family')
Anemonoides oregana: ('species', 'Plantae', 950601, 'Anemonoides', 'genus')
Vinca: ('genus', 'Plantae', 53327, 'Apocynaceae', 'family')
Vinca minor: ('species', 'Plantae', 55844, 'Vinca', 'genus')
Cornus sericea sericea: ('subspecies', 'Plantae', 53367, 'Cornus sericea', 'species')
Cornaceae: ('family', 'Plantae', 47194, 'Cornales', 'order')
Cornus sericea occidentalis: ('subspecies', 'Plantae', 53366, 'Cornus sericea', 'species')
Spergularia marina: ('species', 'Plantae', 79169, 'Spergularia', 'genus')
Spergularia villosa: ('species', 'Plantae', 60173, 'Spergularia', 'genus')
Spergularia bocconei: ('species', 'Plantae', 594639, 'Spergularia', 'genus')
Spergularia media media: ('variety', 'Plantae', 81379, 'Spergularia media', 'species')
Spergularia media: ('species', 'Plantae', 79170, 'Spergularia', 'genus')
Tauschia: ('genus', 'Plantae', 54949, 'Apiaceae', 'family')
Tauschia kelloggii: ('species', 'Plantae', 56845, 'Tauschia', 'genus')
Carduus tenuiflorus: ('species', 'Plantae', 53007, 'Carduus', 'genus')
Carduus nutans: ('species', 'Plantae', 76007, 'Carduus', 'genus')
Sphegina: ('subgenus', 'Animalia', 1102677, 'Syrphidae', 'family')
Syrphidae: ('family', 'Animalia', 49995, 'Diptera', 'order')
Syrphus: ('genus', 'Animalia', 52489, 'Syrphidae', 'family')
Limosa: ('genus', 'Animalia', 3946, 'Scolopacidae', 'family')
Tringa: ('genus', 'Animalia', 3874, 'Scolopacidae', 'family')
Lythrum californicum: ('species', 'Plantae', 60212, 'Lythrum', 'genus')
Lythrum: ('genus', 'Plantae', 58937, 'Lythraceae', 'family')
Lythraceae: ('family', 'Plantae', 58935, 'Myrtales', 'order')
Lythrum tribracteatum: ('species', 'Plantae', 77919, 'Lythrum', 'genus')
Lythrum salicaria: ('species', 'Plantae', 61321, 'Lythrum', 'genus')
Sisyrinchium: ('genus', 'Plantae', 49917, 'Iridaceae', 'family')
Sisyrinchium californicum: ('species', 'Plantae', 60550, 'Sisyrinchium', 'genus')
Egretta: ('genus', 'Animalia', 4933, 'Ardeidae', 'family')
Polystichum imbricans: ('species', 'Plantae', 58763, 'Polystichum', 'genus')
Polystichum californicum: ('species', 'Plantae', 63867, 'Polystichum', 'genus')
Polystichum dudleyi: ('species', 'Plantae', 69882, 'Polystichum', 'genus')
Gymnoconia: ('genus', 'Fungi', 128780, 'Phragmidiaceae', 'family')
Phragmidiaceae: ('family', 'Fungi', 71043, 'Pucciniales', 'order')
Pucciniales: ('order', 'Fungi', 69968, 'Pucciniomycetes', 'class')
Pucciniomycetes: ('class', 'Fungi', 69967, 'Basidiomycota', 'phylum')
Aculus: ('genus', 'Animalia', 249592, 'Eriophyidae', 'family')
Eriophyidae: ('family', 'Animalia', 55584, 'Endeostigmata', 'order')
Endeostigmata: ('order', 'Animalia', 635987, 'Arachnida', 'class')
Lasiurus cinereus: ('species', 'Animalia', 40523, 'Lasiurus', 'genus')
Lasiurus: ('genus', 'Animalia', 40516, 'Vespertilionidae', 'family')
Lasiurus blossevillii: ('species', 'Animalia', 40520, 'Lasiurus', 'genus')
Fragaria: ('genus', 'Plantae', 50299, 'Rosaceae', 'family')
Fragaria chiloensis: ('species', 'Plantae', 55367, 'Fragaria', 'genus')
Amsinckia lycopsoides: ('species', 'Plantae', 58048, 'Amsinckia', 'genus')
Amsinckia grandiflora: ('species', 'Plantae', 75424, 'Amsinckia', 'genus')
Amsinckia tessellata: ('species', 'Plantae', 58050, 'Amsinckia', 'genus')
Amsinckia spectabilis: ('species', 'Plantae', 71045, 'Amsinckia', 'genus')
Leucanthemum vulgare: ('complex', 'Plantae', 1404861, 'Leucanthemum', 'genus')
Leucanthemum: ('genus', 'Plantae', 56058, 'Asteraceae', 'family')
Ribes sanguineum sanguineum: ('variety', 'Plantae', 81349, 'Ribes sanguineum', 'species')
Cornus glabrata: ('species', 'Plantae', 57013, 'Cornus', 'genus')
Cornus nuttallii: ('species', 'Plantae', 76447, 'Cornus', 'genus')
Larus delawarensis: ('species', 'Animalia', 4364, 'Larus', 'genus')
Otospermophilus: ('genus', 'Animalia', 179939, 'Sciuridae', 'family')
Thomomys: ('genus', 'Animalia', 44061, 'Geomyidae', 'family')
Geomyidae: ('family', 'Animalia', 44027, 'Rodentia', 'order')
Ondatra zibethicus: ('species', 'Animalia', 45763, 'Ondatra', 'genus')
Ondatra: ('genus', 'Animalia', 45762, 'Cricetidae', 'family')
Castor canadensis: ('species', 'Animalia', 43794, 'Castor', 'genus')
Castor: ('genus', 'Animalia', 43792, 'Castoridae', 'family')
Castoridae: ('family', 'Animalia', 43791, 'Rodentia', 'order')
Pagaronia: ('genus', 'Animalia', 82181, 'Cicadellidae', 'family')
Cicadellidae: ('family', 'Animalia', 53237, 'Hemiptera', 'order')
Leiothlypis: ('genus', 'Animalia', 979751, 'Parulidae', 'family')
Parulidae: ('family', 'Animalia', 71349, 'Passeriformes', 'order')
Cardellina: ('genus', 'Animalia', 10117, 'Parulidae', 'family')
Setophaga: ('genus', 'Animalia', 10246, 'Parulidae', 'family')
Hedera canariensis: ('species', 'Plantae', 64113, 'Hedera', 'genus')
Acmispon: ('genus', 'Plantae', 64336, 'Fabaceae', 'family')
Ottleya strigosa: ('species', 'Plantae', 58152, 'Ottleya', 'genus')
Ottleya: ('genus', 'Plantae', 58153, 'Fabaceae', 'family')
Acmispon maritimus maritimus: ('variety', 'Plantae', 58899, 'Acmispon maritimus', 'species')
Acmispon maritimus: ('species', 'Plantae', 58903, 'Acmispon', 'genus')
Acmispon argophyllus: ('species', 'Plantae', 75267, 'Acmispon', 'genus')
Acmispon grandiflorus grandiflorus: ('variety', 'Plantae', 80310, 'Acmispon grandiflorus', 'species')
Acmispon grandiflorus: ('species', 'Plantae', 75271, 'Acmispon', 'genus')
Acmispon cytisoides: ('species', 'Plantae', 75269, 'Acmispon', 'genus')
Acmispon heermannii orbicularis: ('variety', 'Plantae', 80313, 'Acmispon heermannii', 'species')
Acmispon heermannii: ('species', 'Plantae', 75273, 'Acmispon', 'genus')
Acmispon micranthus: ('species', 'Plantae', 75275, 'Acmispon', 'genus')
Acmispon argyraeus: ('species', 'Plantae', 75268, 'Acmispon', 'genus')
Gilia capitata: ('species', 'Plantae', 57793, 'Gilia', 'genus')
Gilia clivorum: ('species', 'Plantae', 56630, 'Gilia', 'genus')
Clinopodium: ('genus', 'Plantae', 53204, 'Lamiaceae', 'family')
Clinopodium menthifolium: ('species', 'Plantae', 360164, 'Clinopodium', 'genus')
Clinopodium vulgare: ('species', 'Plantae', 84281, 'Clinopodium', 'genus')
Elymus californicus: ('species', 'Plantae', 76794, 'Elymus', 'genus')
Taeniatherum caput-medusae: ('species', 'Plantae', 169522, 'Taeniatherum', 'genus')
Taeniatherum: ('genus', 'Plantae', 57199, 'Poaceae', 'family')
Leymus condensatus: ('species', 'Plantae', 164673, 'Leymus', 'genus')
Leymus: ('genus', 'Plantae', 57185, 'Poaceae', 'family')
Elymus elymoides: ('species', 'Plantae', 58376, 'Elymus', 'genus')
Elymus glaucus: ('species', 'Plantae', 52791, 'Elymus', 'genus')
Thinopyrum intermedium: ('species', 'Plantae', 155848, 'Thinopyrum', 'genus')
Thinopyrum: ('genus', 'Plantae', 155847, 'Poaceae', 'family')
Leymus mollis: ('species', 'Plantae', 61067, 'Leymus', 'genus')
Leymus pacificus: ('species', 'Plantae', 164677, 'Leymus', 'genus')
Thinopyrum obtusiflorum: ('species', 'Plantae', 1301269, 'Thinopyrum', 'genus')
Elymus repens: ('species', 'Plantae', 60284, 'Elymus', 'genus')
Elymus stebbinsii: ('species', 'Plantae', 63331, 'Elymus', 'genus')
Elymus trachycaulus: ('species', 'Plantae', 61202, 'Elymus', 'genus')
Leymus triticoides: ('species', 'Plantae', 57184, 'Leymus', 'genus')
