id,observed_on,quality_grade,place_guess,private_place_guess,scientific_name,common_name,taxon_id,taxon_kingdom_name,taxon_family_name
28012975,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Scrophularia californica,California bee plant,50812,Plantae,Scrophulariaceae
28016722,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
28016723,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Bellardia trixago,Mediterranean lineseed,51286,Plantae,Orobanchaceae
28016724,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Rubus ursinus,California Blackberry,53445,Plantae,Rosaceae
28016725,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Brodiaea elegans,harvest brodiaea,51752,Plantae,Asparagaceae
28016727,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Navarretia squarrosa,Skunkweed,53157,Plantae,Polemoniaceae
28018018,2019-06-30,needs_id,"Sibley Volcanic Preserve, CA, USA",,Rumex crispus,curly dock,53197,Plantae,Polygonaceae
28020553,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Centaurea solstitialis,Yellow Starthistle,52588,Plantae,Asteraceae
28027227,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Carduus pycnocephalus,Italian thistle,52990,Plantae,Asteraceae
28027228,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Boraginaceae
28027229,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Boraginaceae
28028973,2019-06-30,needs_id,"Sibley Volcanic Preserve, CA, USA",,Lactuca virosa,bitter lettuce,53108,Plantae,Asteraceae
28031654,2019-06-30,research,"Sibley Volcanic Preserve, CA, USA",,Eriogonum nudum,Naked Buckwheat,53046,Plantae,Polygonaceae
28034269,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Vaccinium ovatum,California huckleberry,48349,Plantae,Ericaceae
28034270,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Holodiscus discolor,Ocean spray,53414,Plantae,Rosaceae
28034271,2019-06-30,needs_id,"Huckleberry Botanic Preserve, CA, USA",,Geranium core-core,Alderney Crane's-bill,77254,Plantae,Geraniaceae
28035642,2019-06-30,needs_id,"Huckleberry Botanic Preserve, CA, USA",,Stachys rigida,Rough Hedgenettle,53306,Plantae,Lamiaceae
28036726,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Rubus parviflorus,thimbleberry,51646,Plantae,Rosaceae
28036727,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Epilobium ciliatum,fringed willowherb,53050,Plantae,Onagraceae
28037620,2019-06-30,needs_id,"Huckleberry Botanic Preserve, CA, USA",,Corylus cornuta va,California hazelnut,53368,Plantae,Betulaceae
28037621,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Heuchera micrantha,crevice alumroot,51274,Plantae,Saxifragaceae
28037622,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Chrysolepis chrysophylla chrysophylla,,80579,Plantae,Fagaceae
28038527,2019-06-30,needs_id,"Huckleberry Botanic Preserve, CA, USA",,Marah oregana,coastal manroot,77960,Plantae,Cucurbitaceae
28039119,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Bombus vosnesenskii,Yellow-faced Bumble Bee,57689,Animalia,Apidae
28039312,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Conium maculatum,poison hemlock,52998,Plantae,Apiaceae
28039313,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Aralia californica,California Spikenard,52848,Plantae,Araliaceae
28039314,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Chlorogalum pomeridianum,wavy-leafed soap plant,47597,Plantae,Asparagaceae
28039459,2019-06-30,needs_id,"Sibley Volcanic Preserve, CA, USA",,Polypogon monspeliensis,rabbitfoot grass,57197,Plantae,Poaceae
28066702,2019-06-30,research,"Huckleberry Botanic Preserve, CA, USA",,Anisocarpus madioides,woodland madia,53137,Plantae,Asteraceae
28234499,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Linum bienne,Pale flax,55679,Plantae,Linaceae
28234500,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Lotus corniculatus,bird's-foot trefoil,47435,Plantae,Fabaceae
28234501,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Dipsacus sativus,Indian teasel,53028,Plantae,Caprifoliaceae
28235242,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Sonchus oleraceus,Common Sow-thistle,53294,Plantae,Asteraceae
28235243,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
28235939,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Zeltnera muehlenbergii,Muehlenberg's Centaury,79550,Plantae,Gentianaceae
28236514,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Monardella villosa,Coyote Mint,52181,Plantae,Lamiaceae
28236516,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Castilleja subinclusa franciscana,Franciscan Paintbrush,53916,Plantae,Orobanchaceae
28236518,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Vaccinium ovatum,California huckleberry,48349,Plantae,Ericaceae
28238184,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Hypochaeris radicata,Common Cat's-ear,53104,Plantae,Asteraceae
28240031,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
28240032,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Eriophyllum staechadifolium,seaside woolly sunflower,60963,Plantae,Asteraceae
28240033,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Calystegia purpurata,Pacific False Bindweed,61319,Plantae,Convolvulaceae
28240912,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Lupinus succulentus,arroyo lupine,56759,Plantae,Fabaceae
28240913,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Bellis perennis,common daisy,55563,Plantae,Asteraceae
28243319,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Eriophyllum lanatum,common woolly sunflower,77049,Plantae,Asteraceae
28244105,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
28244106,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Eriodictyon californicum,California yerba santa,57095,Plantae,Boraginaceae
28245980,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Holodiscus discolor,Ocean spray,53414,Plantae,Rosaceae
28245981,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Anaphalis margaritacea,pearly everlasting,52833,Plantae,Asteraceae
28247957,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Corylus cornuta va,California hazelnut,53368,Plantae,Betulaceae
28247958,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Rubus ursinus,California Blackberry,53445,Plantae,Rosaceae
28247959,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Castilleja wightii,Wight's Paintbrush,67809,Plantae,Orobanchaceae
28248684,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Garrya elliptica,Coast silk tassel,53399,Plantae,Garryaceae
28248686,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Scrophularia californica,California bee plant,50812,Plantae,Scrophulariaceae
28248688,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Helenium puberulum,Rosilla,53092,Plantae,Asteraceae
28249370,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Rubus parviflorus,thimbleberry,51646,Plantae,Rosaceae
28249371,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Ceanothus thyrsiflorus,blueblossom,56617,Plantae,Rhamnaceae
28249934,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Solanum nigrum,black nightshade,79141,Plantae,Solanaceae
28256677,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Lonicera hispidula,Pink Honeysuckle,53416,Plantae,Caprifoliaceae
28256678,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Achillea millefolium,common yarrow,52821,Plantae,Asteraceae
28256679,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Sisyrinchium bellum,western blue-eyed grass,49918,Plantae,Iridaceae
28256681,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Holodiscus discolor,Ocean spray,53414,Plantae,Rosaceae
28257403,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Lathyrus latifolius,broad-leaved sweet pea,61009,Plantae,Fabaceae
28257404,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Silybum marianum,milk thistle,52586,Plantae,Asteraceae
28257405,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Vinca major,greater periwinkle,53326,Plantae,Apocynaceae
28257407,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Hydrangea macrophylla,mophead hydrangea,122034,Plantae,Hydrangeaceae
28257651,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Sambucus racemosa racemosa,American red elder,57826,Plantae,Viburnaceae
28257652,2019-07-04,needs_id,"San Pedro Valley Park, CA, USA",,Ceanothus thyrsiflorus,blueblossom,56617,Plantae,Rhamnaceae
28257653,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Plantago lanceolata,ribwort plantain,53178,Plantae,Plantaginaceae
28257655,2019-07-04,research,"San Pedro Valley Park, CA, USA",,Lathyrus latifolius,broad-leaved sweet pea,61009,Plantae,Fabaceae
28413647,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Aesculus californica,California buckeye,53348,Plantae,Sapindaceae
28413648,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Junonia coenia,Common Buckeye,48505,Animalia,Nymphalidae
28413649,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Coccinella septempunctata,Seven-spotted Lady Beetle,51702,Animalia,Coccinellidae
28413653,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Coccinella californica,California Lady Beetle,128712,Animalia,Coccinellidae
28413654,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Coccinella septempunctata,Seven-spotted Lady Beetle,51702,Animalia,Coccinellidae
28413655,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Tachycineta thalassina,Violet-green Swallow,11931,Animalia,Hirundinidae
28419716,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Tachycineta thalassina,Violet-green Swallow,11931,Animalia,Hirundinidae
28419717,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Agelaius phoeniceus,Red-winged Blackbird,9744,Animalia,Icteridae
28420351,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Solanum douglasii,greenspot nightshade,64105,Plantae,Solanaceae
28420352,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Cichorium intybus,chicory,52913,Plantae,Asteraceae
28420353,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Convolvulus arvensis,field bindweed,53021,Plantae,Convolvulaceae
28420354,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Anthemis cotula,Stinking chamomile,52841,Plantae,Asteraceae
28420355,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Bellardia viscosa,Yellow Glandweed,537967,Plantae,Orobanchaceae
28420629,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Zeltnera,,72433,Plantae,Gentianaceae
28420630,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Rumex crispus,curly dock,53197,Plantae,Polygonaceae
28439916,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Bellardia trixago,Mediterranean lineseed,51286,Plantae,Orobanchaceae
28439924,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Scrophularia californica,California bee plant,50812,Plantae,Scrophulariaceae
28439929,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Helminthotheca echioides,bristly oxtongue,61906,Plantae,Asteraceae
28439930,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
28439944,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Spergularia rubra,Red Sand Spurrey,55730,Plantae,Caryophyllaceae
28440310,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Trifolium hirtum,Rose Clover,57078,Plantae,Fabaceae
28440311,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Vicia tetrasperma,Smooth tare,57310,Plantae,Fabaceae
28440313,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
28440316,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Silybum marianum,milk thistle,52586,Plantae,Asteraceae
28440650,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Araneae,Spiders,47118,Animalia,
28440651,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Monardella villosa,Coyote Mint,52181,Plantae,Lamiaceae
28440659,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
28440672,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Cirsium vulgare,bull thistle,52989,Plantae,Asteraceae
28443206,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Epilobium ciliatum,fringed willowherb,53050,Plantae,Onagraceae
28443208,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Conium maculatum,poison hemlock,52998,Plantae,Apiaceae
28443209,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Lupinus arboreus,coastal bush lupine,61010,Plantae,Fabaceae
28443625,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Rumex pulcher,fiddle dock,60232,Plantae,Polygonaceae
28443626,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Centaurea calcitrapa,purple star-thistle,56865,Plantae,Asteraceae
28443853,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Sisyrinchium bellum,western blue-eyed grass,49918,Plantae,Iridaceae
28443854,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Holodiscus discolor,Ocean spray,53414,Plantae,Rosaceae
28443855,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Navarretia squarrosa,Skunkweed,53157,Plantae,Polemoniaceae
28444418,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Lotus corniculatus,bird's-foot trefoil,47435,Plantae,Fabaceae
28444419,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
28444421,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Clarkia rubicunda,ruby chalice clarkia,57148,Plantae,Onagraceae
28444736,2019-07-07,needs_id,"La Honda Creek Preserve, CA, USA",,Polyommatini,Typical Blues,125833,Animalia,Lycaenidae
28444737,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Lonicera hispidula,Pink Honeysuckle,53416,Plantae,Caprifoliaceae
28444738,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Centaurea solstitialis,Yellow Starthistle,52588,Plantae,Asteraceae
28506417,2019-07-07,research,"La Honda Creek Preserve, CA, USA",,Madia sativa,coast tarweed,53143,Plantae,Asteraceae
28833445,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Clarkia purpurea quadrivulnera,four-spot,57146,Plantae,Onagraceae
28833447,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Boraginaceae
28833449,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Prunella vulgaris,common selfheal,52764,Plantae,Lamiaceae
28833454,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
28833455,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Hieracium albiflorum,white hawkweed,63937,Plantae,Asteraceae
28833457,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
28833459,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Verbena lasiostachys,western vervain,53316,Plantae,Verbenaceae
28833464,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Claytonia perfoliata,miner's lettuce,52994,Plantae,Montiaceae
28833465,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Rubus ursinus,California Blackberry,53445,Plantae,Rosaceae
28833471,2019-07-14,needs_id,"El Corte de Madera Creek OSP, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
28833473,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Agaricus augustus,The Prince,49547,Fungi,Agaricaceae
28833474,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Helenium puberulum,Rosilla,53092,Plantae,Asteraceae
28833478,2019-07-14,needs_id,"El Corte de Madera Creek OSP, CA, USA",,Barbarea orthoceras,American yellowrocket,52976,Plantae,Brassicaceae
28833481,2019-07-14,needs_id,"El Corte de Madera Creek OSP, CA, USA",,Equisetum telmateia subs,Giant Horsetail,57032,Plantae,Equisetaceae
28833485,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
28833487,2019-07-14,research,"El Corte de Madera Creek OSP, CA, USA",,Notholithocarpus densiflorus densiflorus,,81153,Plantae,Fagaceae
29038260,2019-07-17,needs_id,"Santa Clara, CA, USA",,Chironomidae,Non-biting Midges,53275,Animalia,Chironomidae
29286376,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Foeniculum vulgare,fennel,53052,Plantae,Apiaceae
29286377,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Spinus psaltria,Lesser Goldfinch,145308,Animalia,Fringillidae
29286379,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Apis mellifera,Western Honey Bee,47219,Animalia,Apidae
29286657,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Papilio zelicaon,Anise Swallowtail,51097,Animalia,Papilionidae
29293888,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Phyla nodiflora,turkey tangle frogfruit,59040,Plantae,Verbenaceae
29293889,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Brassica nigra,Black Mustard,53112,Plantae,Brassicaceae
29293890,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Lepus californicus,Black-tailed Jackrabbit,43130,Animalia,Leporidae
29293895,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
29294398,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Convolvulus arvensis,field bindweed,53021,Plantae,Convolvulaceae
29294400,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Heliotropium curassavicum,alkali heliotrope,58058,Plantae,Boraginaceae
29294401,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Egretta thula,Snowy Egret,4940,Animalia,Ardeidae
29294402,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Rumex pulcher,fiddle dock,60232,Plantae,Polygonaceae
29294403,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Poaceae,grasses,47434,Plantae,Poaceae
29294715,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
29294716,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
29294717,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Xanthochilus saturnius,Mediterranean Seed Bug,325933,Animalia,Rhyparochromidae
29295245,2019-07-21,casual,"Coyote Hills Regional Park, CA, USA",,Ovis aries,Domestic Sheep,121578,Animalia,Bovidae
29295247,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Pelecanus erythrorhynchos,American White Pelican,4334,Animalia,Pelecanidae
29295248,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Phalacrocorax auritus,Double-crested Cormorant,4265,Animalia,Phalacrocoracidae
29295251,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Anatidae,"Ducks, Geese, and Swans",6912,Animalia,Anatidae
29295253,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Aphelocoma californica,California Scrub-Jay,506118,Animalia,Corvidae
29295631,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Typha,cattails,48686,Plantae,Typhaceae
29295632,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Cirsium vulgare,bull thistle,52989,Plantae,Asteraceae
29295633,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Rumex crispus,curly dock,53197,Plantae,Polygonaceae
29296049,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Larus,Large White-headed Gulls,4343,Animalia,Laridae
29296050,2019-07-21,needs_id,"Coyote Hills Regional Park, CA, USA",,Cuscuta,dodders,56932,Plantae,Convolvulaceae
29296051,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
29296231,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Frankenia salina,Alkali Heath,58168,Plantae,Frankeniaceae
29296354,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Papilio zelicaon,Anise Swallowtail,51097,Animalia,Papilionidae
29296355,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Helminthotheca echioides,bristly oxtongue,61906,Plantae,Asteraceae
29296910,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Lotus corniculatus,bird's-foot trefoil,47435,Plantae,Fabaceae
29296911,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Raphanus sativus,wild radish,55410,Plantae,Brassicaceae
29296912,2019-07-21,research,"Coyote Hills Regional Park, CA, USA",,Egretta thula,Snowy Egret,4940,Animalia,Ardeidae
29732327,2019-07-28,needs_id,"Mission Peak, Fremont, CA, USA",,Lupinus succulentus,arroyo lupine,56759,Plantae,Fabaceae
29732328,2019-07-28,needs_id,"Mission Peak, Fremont, CA, USA",,Convolvulus arvensis,field bindweed,53021,Plantae,Convolvulaceae
29732329,2019-07-28,research,"Mission Peak, Fremont, CA, USA",,Asclepias fascicularis,narrowleaf milkweed,56851,Plantae,Apocynaceae
29732334,2019-07-28,needs_id,"Mission Peak, Fremont, CA, USA",,Eriogonum,wild buckwheats,48939,Plantae,Polygonaceae
29732336,2019-07-28,needs_id,"Mission Peak, Fremont, CA, USA",,Rumex pulcher,fiddle dock,60232,Plantae,Polygonaceae
29732339,2019-07-28,needs_id,"Mission Peak, Fremont, CA, USA",,Brassiceae,,574731,Plantae,Brassicaceae
29732341,2019-07-28,research,"Mission Peak, Fremont, CA, USA",,Centaurea solstitialis,Yellow Starthistle,52588,Plantae,Asteraceae
29732347,2019-07-28,research,"Mission Peak, Fremont, CA, USA",,Silybum marianum,milk thistle,52586,Plantae,Asteraceae
29732350,2019-07-28,research,"Mission Peak, Fremont, CA, USA",,Apis mellifera,Western Honey Bee,47219,Animalia,Apidae
29732351,2019-07-28,needs_id,"Mission Peak, Fremont, CA, USA",,Aculeata,"Ants, Bees, and Stinging Wasps",326777,Animalia,
29732352,2019-07-28,research,"Mission Peak, Fremont, CA, USA",,Lythrum junceum,False Grass-poly,82891,Plantae,Lythraceae
29732356,2019-07-28,research,"Mission Peak, Fremont, CA, USA",,Helminthotheca echioides,bristly oxtongue,61906,Plantae,Asteraceae
30226535,2019-08-04,needs_id,"Butano SP, CA, USA",,Stachys bullata,California Hedge Nettle,58930,Plantae,Lamiaceae
30226536,2019-08-04,research,"Butano SP, CA, USA",,Bellis perennis,common daisy,55563,Plantae,Asteraceae
30226537,2019-08-04,research,"Butano SP, CA, USA",,Lysimachia arvensis,scarlet pimpernel,791928,Plantae,Primulaceae
30226539,2019-08-04,research,"Butano SP, CA, USA",,Sonchus asper,prickly sowthistle,53269,Plantae,Asteraceae
30226805,2019-08-04,research,"Butano SP, CA, USA",,Myosotis latifolia,broadleaf forget-me-not,49132,Plantae,Boraginaceae
30227029,2019-08-04,research,"Butano SP, CA, USA",,Adelpha californica,California Sister,67560,Animalia,Nymphalidae
30227030,2019-08-04,research,"Butano SP, CA, USA",,Adelpha californica,California Sister,67560,Animalia,Nymphalidae
30227243,2019-08-04,needs_id,"Butano SP, CA, USA",,Acronicta,Dagger Moths,55624,Animalia,Noctuidae
30251192,2019-08-04,research,"Butano SP, CA, USA",,Heracleum maximum,common cowparsnip,53094,Plantae,Apiaceae
30251193,2019-08-04,research,"Butano SP, CA, USA",,Conium maculatum,poison hemlock,52998,Plantae,Apiaceae
30251194,2019-08-04,research,"Butano SP, CA, USA",,Scrophularia californica,California bee plant,50812,Plantae,Scrophulariaceae
30252373,2019-08-04,research,"Butano SP, CA, USA",,Cornus sericea,red osier dogwood,53387,Plantae,Cornaceae
30253253,2019-08-04,needs_id,"Butano SP, CA, USA",,Solanum americanum,American black nightshade,59035,Plantae,Solanaceae
30253255,2019-08-04,needs_id,"Butano SP, CA, USA",,Solanum americanum,American black nightshade,59035,Plantae,Solanaceae
30254001,2019-08-04,research,"Butano SP, CA, USA",,Rubus parviflorus,thimbleberry,51646,Plantae,Rosaceae
30254002,2019-08-04,needs_id,"Butano SP, CA, USA",,Ariolimax,Banana Slugs,47777,Animalia,Ariolimacidae
30254003,2019-08-04,research,"Butano SP, CA, USA",,Madia sativa,coast tarweed,53143,Plantae,Asteraceae
30254560,2019-08-04,research,"Butano SP, CA, USA",,Lonicera hispidula,Pink Honeysuckle,53416,Plantae,Caprifoliaceae
30254561,2019-08-04,research,"Butano SP, CA, USA",,Holodiscus discolor,Ocean spray,53414,Plantae,Rosaceae
30254562,2019-08-04,research,"Butano SP, CA, USA",,Lonicera involucrata,twinberry honeysuckle,60881,Plantae,Caprifoliaceae
30254801,2019-08-04,research,"Butano SP, CA, USA",,Cirsium vulgare,bull thistle,52989,Plantae,Asteraceae
30254802,2019-08-04,research,"Butano SP, CA, USA",,Epipactis helleborine,broad-leaved helleborine,50717,Plantae,Orchidaceae
30254803,2019-08-04,research,"Butano SP, CA, USA",,Epipactis helleborine,broad-leaved helleborine,50717,Plantae,Orchidaceae
30254808,2019-08-04,needs_id,"Butano SP, CA, USA",,Marah oregana,coastal manroot,77960,Plantae,Cucurbitaceae
30254809,2019-08-04,research,"Butano SP, CA, USA",,Diplacus aurantiacus,orange bush monkeyflower,777371,Plantae,Phrymaceae
30255058,2019-08-04,research,"Butano SP, CA, USA",,Urtica dioica,stinging nettle,51884,Plantae,Urticaceae
30255059,2019-08-04,research,"Butano SP, CA, USA",,Chrysolepis chrysophylla chrysophylla,,80579,Plantae,Fagaceae
30255060,2019-08-04,research,"Butano SP, CA, USA",,Trillium ovatum ovatum,Pacific trillium,63972,Plantae,Melanthiaceae
30255203,2019-08-04,research,"Butano SP, CA, USA",,Dendromecon rigida,Bush Poppy,58224,Plantae,Papaveraceae
30255204,2019-08-04,research,"Butano SP, CA, USA",,Vaccinium ovatum,California huckleberry,48349,Plantae,Ericaceae
30255206,2019-08-04,research,"Butano SP, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Rosaceae
30255531,2019-08-04,research,"Butano SP, CA, USA",,Hieracium albiflorum,white hawkweed,63937,Plantae,Asteraceae
